Date,close,P_E,P_B,Div_Yield,a10_y_GSEC,Yield_gap,EPS,MCAP_GDP,EPS_1YEARAGO,EPS_GROWTH_1,PEG_1,PEGY_1,EPS_3YEARAGO,EPS_GROWTH_3,PEG_3,PEGY_3,return_1,return_3,return-5,return_7,return_10
14-Sep-15,"? 7,872.25",21.82,3.17,1.5,7.771,3.188048579,? 360.78,71,? 382.40,5.99%,3.640851942,2.912011293,? 298.10,-7.97%,-2.739060394,-3.374451825,12.64%,37.93%,,,
15-Sep-15,"? 7,829.10",21.7,3.15,1.51,7.755,3.146705069,? 360.79,71,? 382.43,6.00%,3.618287541,2.890515198,? 298.00,-7.98%,-2.719862621,-3.354799858,12.80%,35.38%,,,
16-Sep-15,"? 7,899.15",21.89,3.18,1.5,7.756,3.187703974,? 360.86,71,? 382.36,5.96%,3.673951744,2.935039455,? 298.13,-7.96%,-2.750328215,-3.389043239,10.43%,30.60%,,,
18-Sep-15,"? 7,981.90",22.12,3.21,1.48,7.753,3.23220434,? 360.85,71,? 376.16,4.24%,5.212840517,3.864857279,? 298.10,-7.46%,-2.96527389,-3.699193423,9.08%,29.64%,,,
21-Sep-15,"? 7,977.10",22.11,3.21,1.48,7.697,3.174159656,? 360.79,71,? 376.06,4.23%,5.22503243,3.871101472,? 297.97,-7.46%,-2.961996502,-3.694507326,9.63%,29.13%,,,
22-Sep-15,"? 7,812.00",21.65,3.15,1.51,7.703,3.084062356,? 360.83,71,? 376.12,4.24%,5.109729779,3.767173266,? 298.11,-7.46%,-2.903782178,-3.64122978,9.98%,33.90%,,,
23-Sep-15,"? 7,845.95",21.75,3.16,1.51,7.715,3.117298851,? 360.73,71,? 376.08,4.25%,5.11278819,3.77339575,? 298.04,-7.46%,-2.9156081,-3.655554149,9.75%,30.45%,,,
24-Sep-15,"? 7,868.50",21.81,3.17,1.5,7.715,3.129947272,? 360.77,71,? 376.13,4.25%,5.125919677,3.789849309,? 298.14,-7.45%,-2.926157159,-3.663414915,11.05%,33.09%,,,
28-Sep-15,"? 7,795.70",21.78,3.16,1.48,7.716,3.124631772,? 357.93,71,? 376.15,5.09%,4.279439524,3.315345265,? 297.63,-7.51%,-2.900945074,-3.613199767,12.49%,34.85%,,,
29-Sep-15,"? 7,843.30",21.91,3.18,1.48,7.725,3.16087403,? 357.98,71,? 376.15,5.07%,4.317333564,3.342541908,? 297.75,-7.49%,-2.923391476,-3.642729953,11.48%,34.95%,,,
30-Sep-15,"? 7,948.90",22.21,3.22,1.46,7.611,3.108523638,? 357.90,71,? 376.03,5.07%,4.384846133,3.403741678,? 297.66,-7.49%,-2.963698234,-3.680799399,9.57%,31.50%,,,
01-Oct-15,"? 7,950.90",22.21,3.2,1.43,7.539,3.036523638,? 357.99,73,? 376.03,5.04%,4.406479925,3.432605137,? 297.63,-7.50%,-2.962252245,-3.66038156,9.39%,29.59%,,,
05-Oct-15,"? 8,119.30",22.68,3.27,1.4,7.563,3.153828924,? 357.99,73,? 382.55,6.86%,3.306967845,2.746345794,? 297.61,-8.03%,-2.825137795,-3.421884396,7.26%,26.18%,,,
06-Oct-15,"? 8,152.90",22.78,3.29,1.39,7.513,3.123184372,? 357.90,73,? 382.46,6.86%,3.319838714,2.760616789,? 297.72,-8.01%,-2.843956508,-3.441104361,5.16%,24.46%,,,
07-Oct-15,"? 8,177.40",22.84,3.3,1.39,7.527,3.148716287,? 358.03,73,? 382.52,6.84%,3.33949633,2.775430246,? 297.66,-8.02%,-2.847458452,-3.444329956,4.96%,25.04%,,,
08-Oct-15,"? 8,129.35",22.71,3.28,1.4,7.54,3.136653457,? 357.96,73,? 382.52,6.86%,3.309935505,2.749008321,? 297.65,-8.02%,-2.831006779,-3.429539036,4.81%,24.55%,,,
09-Oct-15,"? 8,189.70",22.88,3.3,1.39,7.536,3.165370629,? 357.94,73,? 382.58,6.88%,3.323311733,2.765055358,? 297.62,-8.03%,-2.84909892,-3.445467021,5.96%,22.47%,,,
12-Oct-15,"? 8,143.60",22.73,3.28,1.39,7.545,3.145527937,? 358.28,73,? 382.57,6.78%,3.352572102,2.782174319,? 297.69,-8.02%,-2.833470787,-3.427340797,6.33%,25.88%,,,
13-Oct-15,"? 8,131.70",22.25,3.28,1.4,7.58,3.085617978,? 365.47,73,? 382.46,4.65%,4.787327185,3.679092306,? 297.76,-8.01%,-2.779437271,-3.368549159,6.98%,25.42%,,,
14-Oct-15,"? 8,107.90",22.16,3.27,1.4,7.56,3.047364621,? 365.88,73,? 382.56,4.56%,4.862229694,3.719631229,? 297.66,-8.02%,-2.761620101,-3.345271589,7.22%,28.10%,,,
15-Oct-15,"? 8,179.50",22.35,3.3,1.39,7.554,3.079727069,? 365.97,73,? 382.55,4.53%,4.934485673,3.775754045,? 297.51,-8.04%,-2.780332749,-3.361606841,6.47%,26.91%,,,
16-Oct-15,"? 8,238.15",22.51,3.3,1.38,7.548,3.105529987,? 365.98,73,? 382.48,4.51%,4.99075349,3.821510515,? 297.54,-8.03%,-2.803225554,-3.384944466,5.50%,28.10%,,,
19-Oct-15,"? 8,275.05",22.61,3.31,1.38,7.565,3.14217824,? 365.99,73,? 382.57,4.53%,4.990977202,3.82560586,? 297.42,-8.05%,-2.808712792,-3.389830063,4.11%,27.18%,,,
20-Oct-15,"? 8,261.65",22.51,3.31,1.38,7.571,3.128529987,? 367.02,73,? 382.53,4.23%,5.325453266,4.014717477,? 297.56,-8.03%,-2.802482742,-3.383861432,4.28%,27.46%,,,
21-Oct-15,"? 8,251.70",22.48,3.3,1.38,7.579,3.130601423,? 367.07,73,? 382.48,4.20%,5.354487001,4.029866878,? 297.46,-8.04%,-2.796644778,-3.376286083,4.68%,28.44%,,,
23-Oct-15,"? 8,295.45",22.55,3.32,1.38,7.583,3.1484102,? 367.87,73,? 385.16,4.70%,4.797267339,3.708520038,? 297.48,-8.25%,-2.733409245,-3.282496663,3.98%,27.60%,,,
26-Oct-15,"? 8,260.55",22.45,3.3,1.38,7.585,3.130657016,? 367.95,73,? 385.30,4.71%,4.761647156,3.683495038,? 297.42,-8.27%,-2.715600219,-3.259741595,4.43%,26.89%,,,
27-Oct-15,"? 8,232.90",22.39,3.3,1.39,7.611,3.144720411,? 367.70,73,? 384.91,4.68%,4.785522218,3.689425672,? 297.48,-8.23%,-2.720554079,-3.27341997,3.41%,28.54%,,,
28-Oct-15,"? 8,171.20",22.2,3.27,1.4,7.604,3.099495495,? 368.07,73,? 384.94,4.58%,4.843333351,3.710128602,? 297.45,-8.24%,-2.695465925,-3.247488027,3.84%,29.43%,,,
29-Oct-15,"? 8,111.75",22.19,3.25,1.41,7.591,3.084465525,? 365.56,73,? 384.92,5.30%,4.188770194,3.308238238,? 298.74,-8.10%,-2.738809093,-3.315869056,3.97%,30.88%,,,
30-Oct-15,"? 8,065.80",22.06,3.23,1.41,7.629,3.095908432,? 365.63,73,? 386.15,5.61%,3.929876623,3.140925417,? 298.70,-8.20%,-2.689003968,-3.24708724,5.35%,32.44%,,,
02-Nov-15,"? 8,050.80",21.98,3.22,1.42,7.64,3.090409463,? 366.28,71,? 387.21,5.71%,3.84612834,3.080658638,? 299.47,-8.21%,-2.67767308,-3.237771589,6.12%,33.69%,,,
03-Nov-15,"? 8,060.70",22.02,3.23,1.41,7.629,3.087673933,? 366.06,71,? 387.18,5.77%,3.817765696,3.06780456,? 299.80,-8.17%,-2.694554022,-3.256414325,4.61%,32.20%,,,
04-Nov-15,"? 8,040.20",21.87,3.22,1.42,7.646,3.073526292,? 367.64,71,? 387.19,5.32%,4.110797271,3.244741713,? 299.88,-8.17%,-2.678331268,-3.242146002,6.04%,31.84%,,,
05-Nov-15,"? 7,955.45",21.58,3.19,1.43,7.652,3.018079703,? 368.65,71,? 386.87,4.94%,4.365590967,3.386052795,? 300.12,-8.12%,-2.65908146,-3.227840489,4.28%,32.32%,,,
06-Nov-15,"? 7,954.30",21.57,3.19,1.43,7.679,3.042931386,? 368.77,71,? 386.73,4.87%,4.427421947,3.422771981,#REF!,#REF!,#REF!,#REF!,1.94%,33.62%,,,
09-Nov-15,"? 7,915.20",21.41,3.18,1.44,7.685,3.014285381,? 369.70,71,? 386.07,4.43%,4.83469919,3.648351567,? 303.22,-7.74%,-2.767431555,-3.400347462,2.48%,35.00%,,,
10-Nov-15,"? 7,783.35",21.05,3.13,1.46,7.725,2.974406176,? 369.76,71,? 385.64,4.30%,4.898648387,3.656352426,? 303.31,-7.69%,-2.736230362,-3.377150337,3.81%,37.84%,,,
11-Nov-15,"? 7,825.00",21.17,3.14,1.45,7.725,3.001334436,? 369.63,71,? 385.73,4.36%,4.857941394,3.645089833,? 305.02,-7.53%,-2.812569217,-3.483669285,3.18%,38.77%,,,
13-Nov-15,"? 7,762.25",20.97,3.12,1.47,7.682,2.913282785,? 370.16,71,? 387.11,4.58%,4.580051221,3.466945812,? 304.93,-7.65%,-2.742642345,-3.395450339,2.15%,40.12%,,,
16-Nov-15,"? 7,806.60",21.11,3.14,1.46,7.646,2.908908574,? 369.81,71,? 391.22,5.79%,3.644708336,2.91093772,? 304.90,-7.97%,-2.647224256,-3.240518043,2.51%,39.42%,,,
17-Nov-15,"? 7,837.55",21.19,3.15,1.45,7.652,2.932792827,? 369.87,71,? 392.86,6.21%,3.40981871,2.76472805,? 305.42,-8.05%,-2.632466918,-3.210857154,2.50%,38.68%,,,
18-Nov-15,"? 7,731.80",20.9,3.11,1.47,7.667,2.882311005,? 369.94,71,? 392.80,6.18%,3.383053058,2.732793586,? 305.80,-8.01%,-2.61029642,-3.197305819,3.02%,39.46%,,,
19-Nov-15,"? 7,842.75",21.2,3.15,1.45,7.679,2.962018868,? 369.94,71,? 393.03,6.24%,3.396959157,2.756513135,? 306.33,-7.97%,-2.659367204,-3.250625734,3.46%,35.17%,,,
20-Nov-15,"? 7,856.55",21.24,3.16,1.45,7.672,2.963902072,? 369.89,71,? 393.13,6.28%,3.381849291,2.747527315,#REF!,#REF!,#REF!,#REF!,3.44%,36.11%,,,
23-Nov-15,"? 7,849.25",21.22,3.15,1.45,7.697,2.984464656,? 369.90,71,? 392.97,6.24%,3.402233402,2.760476221,? 306.77,-7.92%,-2.678420481,-3.278445481,3.73%,33.62%,,,
24-Nov-15,"? 7,831.60",21.17,3.15,1.45,7.715,2.991334436,? 369.94,71,? 393.04,6.25%,3.389809132,2.751069395,? 306.71,-7.93%,-2.668208428,-3.264877937,5.02%,34.70%,,,
26-Nov-15,"? 7,883.80",21.31,3.17,1.44,7.703,3.010367433,? 369.96,71,? 392.45,6.08%,3.505131858,2.833905795,? 308.37,-7.72%,-2.759449255,-3.391931838,3.92%,36.20%,,,
27-Nov-15,"? 7,942.70",21.47,3.19,1.43,7.72,3.062338146,? 369.94,71,? 392.98,6.23%,3.447710395,2.803852609,? 308.53,-7.75%,-2.771060454,-3.398261527,1.81%,35.87%,,,
30-Nov-15,"? 7,935.25",21.45,3.19,1.43,7.766,3.103995338,? 369.94,71,? 390.60,5.59%,3.840384401,3.057568508,? 316.64,-6.76%,-3.17384305,-4.02562269,2.44%,36.17%,,,
01-Dec-15,"? 7,954.90",21.51,3.19,1.43,7.786,3.136999535,? 369.82,64,? 390.66,5.63%,3.817505612,3.044771595,? 316.59,-6.77%,-3.178223999,-4.029651362,2.37%,36.88%,,,
02-Dec-15,"? 7,931.35",21.44,3.19,1.44,7.72,3.055820896,? 369.93,64,? 391.65,5.87%,3.651932465,2.93262179,? 316.70,-6.84%,-3.136684759,-3.973871654,2.15%,37.54%,,,
03-Dec-15,"? 7,864.15",21.26,3.16,1.45,7.742,3.038331138,? 369.90,64,? 391.63,5.87%,3.619811802,2.903089182,? 316.35,-6.87%,-3.095304806,-3.923618732,4.87%,39.46%,,,
04-Dec-15,"? 7,781.90",21.04,3.13,1.46,7.712,2.959148289,? 369.86,64,? 391.49,5.85%,3.59816047,2.879260312,? 316.38,-6.85%,-3.069487925,-3.900222857,6.17%,40.73%,,,
07-Dec-15,"? 7,765.40",20.99,3.12,1.47,7.757,2.992826584,? 369.96,64,? 391.44,5.81%,3.615064892,2.884724478,? 316.39,-6.85%,-3.064404693,-3.901764394,5.22%,38.49%,,,
08-Dec-15,"? 7,701.70",20.82,3.09,1.48,7.754,2.950926033,? 369.92,64,? 391.44,5.82%,3.57815473,2.852585606,? 316.51,-6.84%,-3.044629287,-3.885581786,6.75%,38.46%,,,
09-Dec-15,"? 7,612.50",20.58,3.06,1.5,7.795,2.935913508,? 369.90,64,? 391.57,5.86%,3.511882025,2.796155482,? 316.34,-6.86%,-2.997997102,-3.836272069,7.49%,40.95%,,,
10-Dec-15,"? 7,683.30",20.77,3.09,1.48,7.777,2.962363505,? 369.92,64,? 391.58,5.85%,3.547690107,2.831816957,? 316.46,-6.85%,-3.030378258,-3.864955551,6.12%,40.30%,,,
11-Dec-15,"? 7,610.45",20.57,3.05,1.52,7.78,2.918551288,? 369.98,64,? 391.46,5.81%,3.543430877,2.808149607,? 316.27,-6.86%,-2.997423941,-3.850214524,6.95%,42.70%,,,
14-Dec-15,"? 7,650.05",20.69,3.07,1.51,7.773,2.939747221,? 369.75,64,? 391.60,5.91%,3.4997761,2.787730896,? 316.26,-6.88%,-3.009324368,-3.856263402,5.94%,41.99%,,,
15-Dec-15,"? 7,700.90",20.82,3.09,1.5,7.816,3.012926033,? 369.88,64,? 391.49,5.84%,3.564301804,2.836026893,? 316.23,-6.87%,-3.031253684,-3.878217806,4.95%,41.67%,,,
16-Dec-15,"? 7,750.90",20.96,3.11,1.49,7.787,3.016007634,? 369.79,64,? 391.38,5.84%,3.590098053,2.860152469,? 316.29,-6.85%,-3.057768374,-3.907042042,4.00%,39.24%,,,
17-Dec-15,"? 7,844.35",21.21,3.15,1.47,7.734,3.01924281,? 369.84,64,? 391.40,5.83%,3.638997516,2.906065324,? 316.32,-6.85%,-3.095148032,-3.940430257,1.72%,36.05%,,,
18-Dec-15,"? 7,761.95",20.99,3.11,1.49,7.708,2.943826584,? 369.79,64,? 391.37,5.83%,3.598062724,2.866039672,? 316.29,-6.85%,-3.062615382,-3.913402255,2.88%,38.20%,,,
21-Dec-15,"? 7,834.45",21.19,3.14,1.48,7.725,3.005792827,? 369.72,64,? 391.36,5.85%,3.621158152,2.890181685,? 316.21,-6.86%,-3.088696062,-3.938295539,0.94%,37.49%,,,
22-Dec-15,"? 7,786.10",21.06,3.12,1.49,7.773,3.024661918,? 369.71,64,? 391.44,5.88%,3.583595858,2.858780032,? 316.31,-6.86%,-3.07151682,-3.924310974,3.17%,38.74%,,,
23-Dec-15,"? 7,865.95",21.27,3.15,1.47,7.756,3.054542548,? 369.81,64,? 391.41,5.84%,3.64244766,2.909919749,? 316.24,-6.86%,-3.099918189,-3.945119694,2.15%,38.00%,,,
24-Dec-15,"? 7,861.05",21.26,3.15,1.47,7.756,3.052331138,? 369.76,64,? 391.44,5.86%,3.625395913,2.898753422,? 316.15,-6.87%,-3.093396519,-3.935066266,3.09%,37.66%,,,
28-Dec-15,"? 7,925.15",21.43,3.18,1.46,7.749,3.082644424,? 369.82,64,? 391.51,5.87%,3.653674504,2.925466204,? 316.12,-6.88%,-3.114309956,-3.953043745,3.29%,36.21%,,,
29-Dec-15,"? 7,928.95",21.44,3.18,1.46,7.756,3.091820896,? 369.82,64,? 391.33,5.82%,3.685671593,2.946219817,? 316.22,-6.86%,-3.126425965,-3.972083675,3.16%,35.42%,,,
30-Dec-15,"? 7,896.25",21.35,3.17,1.46,7.755,3.071159251,? 369.85,64,? 391.49,5.85%,3.648578257,2.920019754,? 316.13,-6.88%,-3.103567619,-3.939710505,3.75%,37.87%,,,
31-Dec-15,"? 7,946.35",21.49,3.19,1.46,7.749,3.095672871,? 369.77,64,? 391.35,5.84%,3.682333616,2.945460413,? 316.11,-6.87%,-3.128140239,-3.972349487,3.07%,37.05%,,,
01-Jan-16,"? 7,963.20",21.53,3.19,1.45,7.758,3.113318161,? 369.87,61,? 391.43,5.83%,3.692715195,2.95725583,? 316.13,-6.87%,-3.132080953,-3.969377632,3.90%,36.94%,,,
04-Jan-16,"? 7,791.30",21.07,3.13,1.48,7.727,2.98091552,? 369.78,61,? 391.48,5.87%,3.590757862,2.867508561,? 316.18,-6.87%,-3.065659629,-3.906982217,5.81%,39.99%,,,
05-Jan-16,"? 7,784.65",21.05,3.12,1.49,7.723,2.972406176,? 369.82,61,? 391.44,5.85%,3.59993382,2.868891111,? 316.08,-6.88%,-3.059490181,-3.905212775,5.80%,40.81%,,,
06-Jan-16,"? 7,741.00",20.93,3.1,1.49,7.739,2.961169135,? 369.85,61,? 391.38,5.82%,3.596370731,2.863296683,? 316.22,-6.86%,-3.05039881,-3.8965648,7.07%,41.10%,,,
07-Jan-16,"? 7,568.30",20.47,3.04,1.53,7.736,2.850802149,? 369.73,61,? 391.47,5.88%,3.480880989,2.762223995,? 316.09,-6.88%,-2.974894314,-3.825512731,10.73%,43.12%,,,
08-Jan-16,"? 7,601.35",20.56,3.05,1.52,7.736,2.87218677,? 369.72,61,? 391.43,5.87%,3.500267976,2.780694627,? 316.19,-6.87%,-2.993234847,-3.843836386,10.60%,42.74%,,,
11-Jan-16,"? 7,563.85",20.46,3.03,1.53,7.741,2.853414467,? 369.69,61,? 391.49,5.90%,3.469059949,2.754497763,? 316.15,-6.88%,-2.974882628,-3.826028098,11.06%,42.53%,,,
12-Jan-16,"? 7,510.30",20.31,3.01,1.54,7.754,2.830317085,? 369.78,61,? 391.40,5.84%,3.474913443,2.750262402,? 316.11,-6.87%,-2.954736476,-3.807856473,12.02%,41.96%,,,
13-Jan-16,"? 7,562.40",20.45,3.03,1.53,7.759,2.86902445,? 369.80,61,? 391.51,5.87%,3.482648609,2.762778891,? 316.12,-6.88%,-2.9717877,-3.821444295,11.05%,40.86%,,,
14-Jan-16,"? 7,536.80",20.38,3.02,1.53,7.765,2.858228656,? 369.81,61,? 391.49,5.86%,3.476815945,2.757152111,? 316.12,-6.88%,-2.962205275,-3.809339134,11.68%,41.33%,,,
15-Jan-16,"? 7,437.80",20.12,2.98,1.55,7.786,2.815821074,? 369.67,61,? 391.41,5.88%,3.422222578,2.708225028,? 316.20,-6.87%,-2.930606248,-3.785175375,13.41%,45.62%,,,
18-Jan-16,"? 7,351.00",19.86,2.95,1.57,7.806,2.770753273,? 370.14,61,? 391.38,5.74%,3.461356257,2.717705395,? 316.10,-6.87%,-2.889581405,-3.745072699,13.58%,48.19%,,,
19-Jan-16,"? 7,435.10",20.08,2.98,1.56,7.811,2.830920319,? 370.27,61,? 391.52,5.74%,3.500005603,2.751765405,? 316.12,-6.88%,-2.917897829,-3.773254049,12.86%,46.77%,,,
20-Jan-16,"? 7,309.30",19.74,2.93,1.58,7.78,2.71414387,? 370.28,61,? 391.30,5.68%,3.476698387,2.719832251,? 316.14,-6.86%,-2.876314981,-3.736550159,15.96%,49.60%,,,
21-Jan-16,"? 7,276.80",19.65,2.92,1.59,7.754,2.664941476,? 370.32,61,? 391.30,5.66%,3.469116228,2.708750649,? 316.18,-6.86%,-2.864912105,-3.729467173,18.22%,52.02%,,,
22-Jan-16,"? 7,422.45",20.01,2.98,1.56,7.748,2.750498751,? 370.94,61,? 391.56,5.56%,3.599352605,2.810656529,? 316.21,-6.88%,-2.910012622,-3.763925088,16.42%,49.13%,,,
25-Jan-16,"? 7,436.15",20.04,2.98,1.56,7.775,2.78498004,? 371.07,61,? 391.44,5.49%,3.650519471,2.842702516,? 316.12,-6.88%,-2.91467968,-3.770077125,16.09%,47.17%,,,
27-Jan-16,"? 7,437.75",20.05,2.98,1.55,7.805,2.817468828,? 370.96,61,? 391.44,5.52%,3.631894627,2.835712021,? 316.14,-6.87%,-2.916699712,-3.765818435,15.11%,46.40%,,,
28-Jan-16,"? 7,424.65",19.85,2.98,1.56,7.788,2.750216625,? 374.04,61,? 392.23,4.86%,4.080338575,3.089594002,? 316.22,-6.93%,-2.864886664,-3.697342534,17.40%,45.88%,,,
29-Jan-16,"? 7,563.55",20.22,3.03,1.53,7.805,2.859401583,? 374.06,61,? 392.40,4.90%,4.124542434,3.143479809,? 316.22,-6.94%,-2.912784591,-3.736272414,15.48%,42.71%,,,
01-Feb-16,"? 7,555.95",20.22,3.03,1.53,7.779,2.833401583,? 373.69,57,? 393.04,5.18%,3.90352598,3.013443256,? 316.77,-6.94%,-2.913876021,-3.738068397,15.68%,42.22%,,,
02-Feb-16,"? 7,455.55",19.9,2.99,1.55,7.792,2.766874372,? 374.65,57,? 393.77,5.10%,3.899339556,2.990939254,? 316.72,-7.00%,-2.842381345,-3.650591264,18.05%,43.84%,,,
03-Feb-16,"? 7,361.80",19.65,2.95,1.57,7.849,2.759941476,? 374.65,57,? 393.04,4.91%,4.001762477,3.032249987,? 316.69,-6.95%,-2.828496339,-3.654349411,19.11%,44.54%,,,
04-Feb-16,"? 7,404.00",19.76,2.97,1.56,7.849,2.788271255,? 374.70,57,? 393.05,4.90%,4.033528624,3.059327252,? 319.01,-6.72%,-2.940149026,-3.828902494,18.44%,43.22%,,,
05-Feb-16,"? 7,489.10",19.99,3,1.54,7.835,2.832498749,? 374.64,57,? 393.22,4.96%,4.031210697,3.07594868,? 320.63,-6.58%,-3.03949077,-3.968821568,17.22%,43.35%,,,
08-Feb-16,"? 7,387.25",19.69,2.96,1.57,7.822,2.743279837,? 375.18,57,? 391.96,4.47%,4.402013063,3.258340447,? 322.59,-6.29%,-3.132072115,-4.174641204,19.04%,46.06%,,,
09-Feb-16,"? 7,298.20",19.46,2.93,1.58,7.725,2.586253854,? 375.04,57,? 391.85,4.48%,4.339256337,3.208764556,? 322.72,-6.26%,-3.106158769,-4.153706137,20.65%,47.87%,,,
10-Feb-16,"? 7,215.70",19.27,2.89,1.6,7.738,2.548586404,? 374.45,57,? 390.82,4.37%,4.408057968,3.226973489,? 323.62,-6.10%,-3.161296,-4.286412144,21.85%,50.78%,,,
11-Feb-16,"? 6,976.35",18.65,2.8,1.66,7.722,2.360069705,? 374.07,57,? 390.57,4.41%,4.227664417,3.071769445,? 323.64,-6.07%,-3.070540135,-4.22533622,25.06%,55.31%,,,
12-Feb-16,"? 6,980.95",18.67,2.8,1.66,7.716,2.359813605,? 373.91,57,? 387.20,3.55%,5.252375319,3.580344342,? 323.99,-5.77%,-3.236659708,-4.544467046,25.74%,54.80%,,,
15-Feb-16,"? 7,162.95",19.32,2.87,1.61,7.723,2.547016563,? 370.75,57,? 385.99,4.11%,4.702345833,3.378456569,? 324.04,-5.66%,-3.411023635,-4.765676593,23.16%,50.67%,,,
16-Feb-16,"? 7,048.25",19.01,2.83,1.64,7.754,2.493610731,? 370.77,57,? 385.96,4.10%,4.637187072,3.312153672,? 324.53,-5.62%,-3.385559712,-4.78236072,25.98%,54.13%,,,
17-Feb-16,"? 7,108.45",19.18,2.85,1.63,7.78,2.566235662,? 370.62,57,? 377.44,1.84%,10.42095885,5.526546766,? 326.20,-4.75%,-4.040735461,-6.15402258,25.31%,54.57%,,,
18-Feb-16,"? 7,191.75",19.44,2.89,1.61,7.786,2.641967078,? 369.95,57,? 377.50,2.04%,9.51627313,5.321920735,? 325.67,-4.80%,-4.046943994,-6.08712733,24.13%,53.69%,,,
19-Feb-16,"? 7,210.75",19.5,2.89,1.6,7.786,2.657794872,? 369.78,57,? 377.57,2.11%,9.262734357,5.262859748,? 324.86,-4.89%,-3.989503843,-5.930971075,23.97%,53.36%,,,
22-Feb-16,"? 7,234.55",19.56,2.9,1.6,7.738,2.625525562,? 369.86,57,? 377.61,2.10%,9.335788972,5.293406486,? 324.98,-4.88%,-4.007865785,-5.962682114,22.98%,52.54%,,,
23-Feb-16,"? 7,109.55",19.23,2.85,1.63,7.773,2.572791992,? 369.71,57,? 377.76,2.18%,8.837294769,5.05254161,? 324.93,-4.90%,-3.926556391,-5.885375527,24.90%,57.09%,,,
24-Feb-16,"? 7,018.70",18.98,2.82,1.65,7.822,2.553296101,? 369.79,57,? 379.39,2.59%,7.317408039,4.472391391,? 325.06,-5.02%,-3.779888851,-5.629856226,27.46%,61.02%,,,
25-Feb-16,"? 6,970.60",18.85,2.8,1.66,7.832,2.526960212,? 369.79,57,? 380.98,3.02%,6.233778334,4.024468515,? 325.08,-5.15%,-3.659425587,-5.399472677,27.68%,62.71%,,,
26-Feb-16,"? 7,029.75",19.01,2.82,1.65,7.861,2.600610731,? 369.79,57,? 374.38,1.24%,15.31836806,6.575593455,? 324.59,-4.65%,-4.09220004,-6.346349176,26.57%,61.36%,,,
29-Feb-16,"? 6,987.05",18.9,2.81,1.66,7.779,2.487994709,? 369.69,57,? 373.99,1.16%,16.23777414,6.692746814,? 323.81,-4.69%,-4.030989955,-6.240353563,28.29%,63.54%,,,
01-Mar-16,"? 7,222.30",19.53,2.9,1.6,7.623,2.502672299,? 369.81,63,? 373.98,1.13%,17.28686108,7.154475751,? 323.67,-4.70%,-4.15384944,-6.296622274,23.88%,58.71%,,,
02-Mar-16,"? 7,368.85",19.93,2.96,1.57,7.604,2.586438535,? 369.74,63,? 373.97,1.14%,17.40936914,7.341278786,? 322.77,-4.79%,-4.161087119,-6.190183565,21.11%,56.50%,,,
03-Mar-16,"? 7,475.60",20.22,3,1.55,7.623,2.677401583,? 369.71,63,? 374.03,1.17%,17.31953739,7.44075089,? 323.31,-4.74%,-4.264249616,-6.335085249,19.42%,54.12%,,,
04-Mar-16,"? 7,485.35",20.24,3.01,1.55,7.658,2.717288538,? 369.83,63,? 373.98,1.12%,18.02857739,7.572973865,? 322.84,-4.78%,-4.230837158,-6.258652047,19.36%,53.06%,,,
08-Mar-16,"? 7,485.30",20.2,3,1.55,7.633,2.68250495,? 370.56,63,? 373.98,0.92%,21.89034705,8.168939601,? 320.72,-4.99%,-4.046234907,-5.868177344,21.40%,51.69%,,,
09-Mar-16,"? 7,531.80",20.33,3.02,1.54,7.642,2.723160846,? 370.48,63,? 374.03,0.96%,21.21524125,8.137620376,? 319.35,-5.13%,-3.961444478,-5.65985248,20.62%,52.46%,,,
10-Mar-16,"? 7,486.15",20.2,3,1.55,7.654,2.70350495,? 370.60,63,? 373.98,0.91%,22.17756881,8.20861179,? 319.45,-5.12%,-3.946908983,-5.661547614,22.28%,52.88%,,,
11-Mar-16,"? 7,510.20",20.27,3.01,1.54,7.635,2.701600888,? 370.51,63,? 373.91,0.92%,22.08338421,8.246928826,? 320.04,-5.05%,-4.011033585,-5.76907706,21.97%,54.06%,,,
14-Mar-16,"? 7,538.75",20.35,3.02,1.54,7.627,2.712995086,? 370.45,63,? 373.96,0.95%,21.51492769,8.186318484,? 320.11,-5.05%,-4.028907846,-5.79607504,21.07%,54.19%,,,
